genus	abstract	link
Bartonella	Bar.to.nel' la. M.L. dim. ending -ella; M.L. fem. dim. n. Bartonella named after Alberto L. Barton, who described these organisms in 1909, after studying the agent of Carrion's disease. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bartonellaceae / Bartonella Morphology is small (0.5–0.6 × 1.0 µm), slightly curved bacillus. Not acid-fast. Faintly stains Gram negative (stains poorly or not at all with many aniline dyes) but satisfactorily with Romanowsky's or Giemsa's stain. Warthin-Starry silver staining of fixed tissue sections reveals bacilli in clusters. May be seen in stained blood films appearing as rounded or ellipsoidal forms or as slender, straight, curved, or bent rods, occurring singly or in groups. They characteristically occur in chains of seve ral segmenting organisms, sometimes swollen at one or both ends and frequently beaded. In the tissues, they are situated within the cytoplasm of endothelial cells as isolated elements or are grouped in rounded masses. Intraerythrocytic forms occur in the blood of felines, small rodents, birds, fish, and other animals. In cultures, the cells may be very autoadherent. Some species possess unipolar flagella. The presence of pili is associated with the marked adherence and may mediate specific interaction with host endothelial cells and erythrocytes leading to intracellular localization. Type species: Bartonella bacilliformis (Strong, Tyzzer, Brues, Sellards and Gastiaburu 1913) Strong, Tyzzer and Sellards 1915, 808 (Bartonia bacilliformis Strong, Tyzzer, Brues, Sellards and Gastiaburu 1913, 1715.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00794/abstract
Beijerinckia	Beij.e.rinck'i.a. N.L. fem. n. Beijerinckia named after M.W. Beijerinck, the Dutch microbiologist (1851–1931). Proteobacteria / Alphaproteobacteria / Rhizobiales / Beijerinckiaceae Straight or slightly curved rods, ∼0.5–2.0 × 1.6–4.5 μm, with rounded ends. Cells occur singly or appear as dividing pairs. Sometimes large, misshapen cells 3.0 × 5.0–6.0 µm occur; these are occasionally branched or forked. Intracellular granules of poly-β-hydroxybutyrate (PHB) are formed, generally one at each pole. Cysts (enclosing one cell) and capsules (enclosing several cells) may occur in some species. Gram negative. Motile by peritrichous flagella or nonmotile. Aerobic, having a strictly respiratory type of metabolism. Chemoorganoheterotrophic. Some members are capable of autotrophic methylotrophy. N2 is fixed under aerobic or microaerobic conditions. Optimal temperature for growth, 20–30 °C; no growth occurs at 37 °C. Growth occurs between pH 3.0 and pH 9.5–10.0. Liquid cultures can become a highly viscous, semitransparent mass; in some species, the whole medium becomes opalescent and turbid, and adhering slime is not produced. On agar media, especially under N2-fixing conditions, copious slime is produced and giant colonies with a smooth, folded, or plicate surface develop; some strains form slime having a more granular consistency. Catalase positive. Glucose, fructose, and sucrose are utilized by all strains and oxidized to CO2. No growth occurs on peptone medium. Glutamate is utilized poorly or not at all. Species are found in soils, particularly tropical regions. The DNA G + C content (mol%): 54.4–60.7 (T m). Type species: Beijerinckia indica (Starkey and De 1939) Derx 1939, 146AL (“Azotobacter indicum” Starkey and De 1939, 337)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00795.pub2/abstract
Chelatococcus	Che.la' to.coc.cus. Gr. n. chele claw; M.L. v. chelato to form claw-like complexes with divalent cations, i.e., to chelate; Gr. n. coccus berry, used for a bacterium of roughly spherical shape; M.L. masc. n. Chelatococcus chelating coccus. Proteobacteria / Alphaproteobacteria / Rhizobiales / Beijerinckiaceae / Chelatococcus Short, stout, almost coccoid rods, 0.5–1 × 1–2 μm; resemble diplococci during exponential growth. Gram negative. Nonmotile. Obligately aerobic. Optimal growth temperature, 35–37°C; temperature range for growth, 4–41°C. Slow growth with all substrates tested so far (μmax <0.2 h−1). Poly-β-hydroxybutyrate is accumulated within the cells. Utilize the metal-chelating aminopolycarboxylic acids nitrilotriacetic acid (NTA) and S , S -ethylenediaminedisuccinic acid as sole sources of carbon, energy, and nitrogen. Generally, sugars are not utilized (except for glycerol). Require one or more vitamins. All strains are sensitive to β-lactam antibiotics but resistant to nalidixic acid. Ubiquinone Q-10 is present. The main polyamine present is sym-homospermidine; putrescine and spermidine occur as major polyamines, and spermine as a minor polyamine. The mol% G + C of the DNA is: 63. Type species: Chelatococcus asaccharovorans Auling, Busse, Egli, El-Banna and Stackebrandt 1993b, 624 (Effective publication: Auling, Busse, Egli, El-Banna and Stackebrandt 1993a, 110.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00796/abstract
Methylocella	Me.thyl.o.cel' la. M.L. n. methyl the methyl group; L. n. cella a cell; M.L. n. Methylocella methyl-using cell. Proteobacteria / Alphaproteobacteria / Rhizobiales / Beijerinckiaceae / Methylocella Encapsulated, nonmotile straight or curved Gram-negative rods (0.6–1.0 × 1.0–2.5 µm). One large poly-β-hydroxybutyrate granule at each pole. Form exospores. Contain intracytoplasmic membranes. Grow only on C1 compounds using serine pathway. Complete TCA cycle. Fixes N2. Major fatty acids are C18:1 forms. The mol% G + C of the DNA is: 61.2. Type species: Methylocella palustris Dedysh, Liesack, Khmelenina, Suzina, Trotsenko, Semrau, Bares, Panikov and Tiedje 2000, 967.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00797/abstract
Afipia	A.fip' i.a. L. fem. n. Afipia derived from the abbreviation AFIP, for the Armed Forces Institute of Pathology, where the type strain of the type species was isolated. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Afipia Gram-negative rods in the Alphaproteobacteria. Motile by means of one or two polar, subpolar, or lateral flagella. Optimal growth is obtained at 30°C and growth does not occur at or above 42°C. Grows well on buffered charcoal yeast extract (BCYE) agar and in nutrient broth with 0% added NaCl. Growth does not occur in nutrient broth with 6% added NaCl and is not enhanced by increased CO2. Colonies are gray-white, glistening, convex and opaque, 0.5–1.5 mm in diameter at 72 hours of incubation at 30°C on BCYE agar. Nonfermentative metabolism; acid is not produced from D-glucose, lactose, maltose, or sucrose. Positive for oxidase, urease, and litmus milk alkalinization. Negative for hemolysis, gas production from nitrate, production of indole and H2S (triple sugar iron agar method), and hydrolysis of gelatin and esculin. Isolated from potable water. Associated with human infection. Interrelatedness of species by DNA–DNA hybridization is 12–69%. The mol% G + C of the DNA is: 61.5–69. Type species: Afipia felis Brenner, Hollis, Moss, English, Hall, Vincent, Radosevic, Birkness, Bibb, Quinn, Swaminathan, Weaver, Reeves, O'Connor, Hayes, Tenover, Steigerwalt, Perkins, Daneshvar, Hill, Washington, Woods, Hunter, Hadfield, Ajello, Kaufmann, Wear and Wenger 1992, 327 (Effective publication: Brenner, Hollis, Moss, English, Hall, Vincent, Radosevic, Birkness, Bibb, Quinn, Swaminathan, Weaver, Reeves, O'Connor, Hayes, Tenover, Steigerwalt, Perkins, Daneshvar, Hill, Washington, Woods, Hunter, Hadfield, Ajello, Kaufmann, Wear and Wenger, 1991, 2458.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00798/abstract
Agromonas	Ag.ro.mon' as. Gr. n. agros a field; Gr. n. monas a unit, monad; M.L. fem. n. Agromonas field monad. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Agromonas Bent, branched, and/or budding rods, usually 0.6–1.0 × 2–7 μm, when grown in diluted nutrient broth (NB/100). Motile by a polar flagellum. Gram negative. Colonies are colorless to white. No spores or microcysts formed. Aerobic. Oligotrophic; grows under conditions of low organic carbon supply (<1 mg/ml). Fixes N2 under microaerobic conditions. Catalase and oxidase positive. Cellulose and starch are not hydrolyzed. Casein and gelatin are not hydrolyzed. Cellular fatty acids consist mainly of a straight-chain unsaturated acid C18:1, with smaller amounts of C16:0 and C19:1. Ubiquinone Q-10 is present. Isolated from rice paddy soils. The mol% G + C of the DNA is: 65.1–66.0. Type species: Agromonas oligotrophica Ohta and Hattori 1985, 223 (Effective publication: Ohta and Hattori 1983, 43.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00799/abstract
Blastobacter	Blas.to.bac' ter. Gr. n. blastos bud, shoot; M.L. n. bacter equivalent of Gr. masc. n. bactrum rod; M.L. masc. n. Blastobacter a budding rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Blastobacter Cells ovoid rods, wedge or club shaped, or pleomorphic, often slightly curved and occasionally branched. Cell poles are rounded or slightly tapering on one pole. Cell size range is 0.5–1.0 × 1.0–4.5 µm. Cells may form rosettes. Gram negative. New cell formation and multiplication occur by budding on the free cell pole, subpolarly or laterally. Young buds initially rod shaped, ovoid, or spherical to oblong. Buds may be released or remain attached. Motile, flagellated swarmer cells may occur in some species. Do not form spores or cysts. Some strains produce large amounts of exopolymer. Grow in liquids as turbidity, pellicle, or precipitate. Colony pigmentation may be yellow, or colorless, becoming brown in older cultures. The mol% G + C of the DNA is: 59–69. Type species: Blastobacter henricii Zavarzin 1961, 962.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00800/abstract
Bosea	Bos' e.a. M.L. gen. n. Bosea named after Sir J.C. Bose, the founder of Bose Institute, Calcutta, India. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Bosea Rod shaped cells, 0.85 × 1.4–1.6 μm. Gram negative. Aerobic. Occurring singly. Motile by a single polar flagellum. Optimal temperature for growth: 30–32°C, range; 20–37°C. Optimal pH: 7.5–8.0; range, 6.0–9.0. Chemolithoheterotrophic, able to obtain energy from the oxidation of reduced sulfur compounds in the presence of organic carbon. No autotrophic growth occurs. Catalase- and oxidase-positive. Found in cultivated soil. The mol% G + C of the DNA is: 68.2. Type species: Bosea thiooxidans Das, Mishra, Tindall, Rainey and Stackebrandt 1996, 985.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00801/abstract
Bradyrhizobium	Bra.dy.rhi.zo' bi.um. Gr. adj. bradus slow; M.L. neut. n. Rhizobium a bacterial generic name; M.L. neut. n. Bradyrhizobium the slow (growing) rhizobium. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Bradyrhizobium Rods 0.5–0.9 × 1.2–3.0 µm. Commonly pleomorphic under adverse growth conditions. Usually contain granules of poly-β-hydroxybutyrate that are refractile by phase-contrast microscopy. Nonsporeforming. Gram negative. Motile by one polar or subpolar flagellum. Fimbriae have not been described. Aerobic, possessing a respiratory type of metabolism with oxygen as the terminal electron acceptor. Optimal temperature 25–30°C. Optimal pH, 6–7, although lower optima may be exhibited by strains from acid soils. Colonies are circular, opaque, rarely translucent, white, and convex, and tend to be granular in texture; they do not exceed 1.0 mm in diameter in less than 5–6 days incubation on A1EG medium. Turbidity develops only after 3–4 days in agitated broth. Generation times are 9–18 h. Chemoorganotrophic, utilizing a range of carbohydrates and salts of organic acids as carbon sources, without gas formation; arabinose and other pentoses are preferred carbon sources. Cellulose and starch are not utilized. Produce an alkaline reaction in mineral salts medium containing mannitol and/or many other carbohydrates. Growth on carbohydrate media is usually accompanied by extracellular polysaccharide slime production particularly with glycerol, gluconate, or mannitol. Some strains can grow chemolithotrophically in the presence of H2, CO2, and low levels of O2. Ammonium salts, usually nitrates, and some amino acids, can serve as nitrogen sources. Peptone is poorly utilized (except for strains isolated from Lotononis). Casein and agar are not hydrolyzed. There is usually no requirement for vitamins with the rare exception of biotin, which also may be inhibitory to some strains. 3-Ketoglycosides are not produced (Bernaerts and De Ley, 1963). The organisms are characteristically able to enter the root hairs of tropical-zone and some temperate-zone leguminous plants (family Leguminosae) and incite the production of root nodules, in which the bacteria occur as intracellular nitrogen-fixing symbionts. Some strains, especially B. elkanii, fix nitrogen in the free-living state when examined under special conditions. The mol% G + C of the DNA is: 61–65. Type species: Bradyrhizobium japonicum (Kirchner 1896) Jordan 1982, 137 (“Rhizobacterium japonicum” Kirchner 1896, 221; Rhizobium japonicum (Kirchner 1896) Buchanan 1926, 90.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00802/abstract
Nitrobacter	Ni.tro.bac' ter. L. n. nitrum nitrate; M.L. n. bacter the masc. form of Gr. neut. n. bactrum a rod; M.L. masc. n. Nitrobacter nitrate rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Nitrobacter Pleomorphic rod- or pear-shaped cells 0.5–0.9 × 1.0–2.0 μm. Cells reproduce by budding or binary fission. Intracytoplasmic membranes occur as a polar cap of flattened vesicles in the cell periphery. Gram negative. Cells may be motile by means of a single polar to subpolar flagellum. Grows lithoautotrophically and chemoorganotrophically. Under oxic conditionsa nitrite is the preferred energy source and carbon dioxide is the main source of carbon. Aerobic, but also capable of anaerobic respiration with nitrate. Under anoxic conditions nitrate is reduced to nitrite, nitric oxide, and nitrous oxide. Occurs in aerobic and microaerophilic habitats where organic matter is mineralized. The mol% G + C of the DNA is: 59–62. Type species: Nitrobacter winogradskyi Winslow, Broadhurst, Buchanan, Krumwiede, Rogers and Smith 1917, 552 emended mut. char. Watson 1971, 264.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00803/abstract
Oligotropha	O.li.go.tro' pha. Gr. n. oligos little, scanty; tropha nourishing, living on few substrates; M.L. fem. n. Oligotropha utilizer of few substrates. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Oligotropha Rod-shaped cells, slightly curved, 0.4–0.7 × 1.0–3.0 µm. Motility variable; when present, it is by means of one subpolar flagellum (Meyer and Schlegel, 1978). Star-shaped aggregates (rosettes)— held together by polar pili and excreted slime—are formed to a certain extent, especially in the post exponential and stationary growth phases. Gram negative. Colonies are white or cream colored, and no carotenoid pigment is produced. Colony formation on agar plates is slow (one to four weeks, depending on the medium). Aerobic, having a respiratory type of metabolism, with oxygen as the terminal electron acceptor; however, some strains can denitrify. Facultatively chemolithoautotrophicaa Chemoorganoheterotrophic substrates are usually restricted to the salts of some organic acids such as pyruvate, although some strains can also utilize sugars and amino acids. Dinitrogen is not fixed. Not phototrophic. Not methanotrophic. Isolated from wastewater of sewage treatment settling ponds and from soil. The mol% G + C of the DNA is: 62.5–63.1. Type species: Oligotropha carboxidovorans (Meyer and Schlegel 1978) Meyer, Stackebrandt and Auling 1994, 182 (Effective publication: Meyer, Stackebrandt and Auling 1993, 391) (“Pseudomonas carboxydovorans” Meyer and Schlegel 1978, 42; “Hydrogenomonas carboxydovorans” Kistner 1954, 186.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00804/abstract
Rhodoblastus	Rho.do.blas' tus. Gr. n. rhodon the rose; Gr. n. blastos bud shoot; M.L. masc. n. Rhodoblastus the budding rose. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Rhodoblastus Cells are rod shaped, motile by means of flagella; show polar growth, budding, and asymmetric cell division. Gram negative and belong to the Alphaproteobacteria . Internal photosynthetic membranes appear as lamellae underlying and parallel to the cytoplasmic membrane. Photosynthetic pigments are bacteriochlorophyll a and carotenoids. Straight-chain monounsaturated C18:1, C16:1, and saturated C16:0 are the major cellular fatty acids. Contain ubiquinones, rhodoquinones, and menaquinones with 10 isoprene units (Q-10, MK-10, and RQ-10). The mol% G + C of the DNA is: 62.2–66.8. Type species: Rhodoblastus acidophilus (Rhodopseudomonas acidophila Pfennig 1969a, 601) Imhoff 2001, 1865.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00805/abstract
Rhodopseudomonas	Rho.do.pseu.do.mo' nas. Gr. n. rhodon the rose; M.L. fem. n. Pseudomonas a bacterial genus; M.L. fem. n. Rhodopseudomonas the red Pseudomonas. Proteobacteria / Alphaproteobacteria / Rhizobiales / Bradyrhizobiaceae / Rhodopseudomonas Cells are rod-shaped, motile by means of polar or subpolar flagella; show polar growth, budding and asymmetric cell division. Gram-negative and belong to the Alphaproteobacteria . Internal photosynthetic membranes appear as lamellae underlying and parallel to the cytoplasmic membrane. Photosynthetic pigments are bacteriochlorophyll a and carotenoids of the spirilloxanthin series. Straight-chain monounsaturated C 18:1 is the major component of cellular fatty acids. Contains ubiquinones with 10 isoprene units (Q-10). The mol% G + C of the DNA is: 64.8–66.3. Type species: Rhodopseudomonas palustris (Molisch 1907) van Niel 1944, 89 (“Rhodobacillus palustris” Molisch 1907, 14.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00806/abstract
Brucella	Bru. cel' la. L. dim. ending -ella; M.L. fem. n. Brucella named after Sir David Bruce, who first recognized the organism causing undulant (Malta) fever. Proteobacteria / Alphaproteobacteria / Rhizobiales / Brucellaceae / Brucella Cocci, coccobacilli, or short rods, 0.5–0.7 × 0.6–1.5 µm. Arranged singly and, less frequently, in pairs, short chains, or small groups. True capsules are not produced. Do not usually show true bipolar staining. Resting stages are not known. Gram negative. Nonmotile; do not produce flagella. Aerobic, possessing a respiratory type of metabolism and having a cytochrome-based electron transport system with oxygen or nitrate as the terminal electron acceptor. Nitrate reductase is produced. Many strains require supplementary CO2 for growth, especially on primary isolation. Colonies on serum-dextrose agar or other clear media are transparent, raised, convex, with an entire edge and a smooth, shiny surface. They appear a pale honey color by transmitted light. Smooth strains produce perosamine synthetase and a distinctive lipopolysaccharide (LPS). Nonsmooth variants of the smooth species occur, but there are also stable nonsmooth nomenspecies with a distinctive host range. Optimal temperature for growth 37°C. Growth occurs between 20 and 40°C. Optimal pH for growth 6.6–7.4. Catalase positive. Usually oxidase positive, but negative strains occur. Chemoorganotrophic. Most strains require complex media containing several amino acids, thiamin, nicotinamide, iron, and magnesium ions; some strains may be induced to grow on minimal media containing an ammonium salt as the sole nitrogen source. Growth is improved by serum or blood, but hemin (X-factor) and nicotinamide adenine dinucleotide (NAD: V-factor) are not essential. Acid production does not occur from carbohydrates in conventional media, except for B. neotomae. Do not produce indole. Do not liquefy gelatin or inspissated serum. Do not lyse erythrocytes. Do not produce acetyl methyl carbinol (Voges–Proskauer test.) The methyl red test is negative. Intracellular parasites, transmissible to a wide range of animal species including man. The genome typically comprises two circular chromosomes, but a single large chromosome is present in B. suis biovar 3. The mol% G + C of the DNA is: 57.9–59. Type species: Brucella melitensis (Hughes 1893) Meyer and Shaw 1920, 179 (Streptococcus melitensis Hughes 1893, 235.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00807/abstract
Mycoplana	My.co.pla' na. Gr. mykes fungus; Gr. plane a wandering; M.L. fem. n. Mycoplana fungus wanderer. Proteobacteria / Alphaproteobacteria / Rhizobiales / Brucellaceae / Mycoplana Cells are curved or irregular rods with rounded ends, 0.5–0.8 × 2.0–3.0 µm. Occur singly or rarely in pairs. The cells form branching filaments prior to fragmentation into irregular rods. Gram negative and nonsporeforming. Motile by means of peritrichous flagella. The mol% G + C of the DNA is: 63–65. Type species: Mycoplana dimorpha Gray and Thornton 1928, 82 emend. Urakami, Oyanagi, Araki, Suzuki and Komagata 1990d, 440.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00808/abstract
Ochrobactrum	O.chro.bac' trum. Gr. adj. ochros pale, colorless; Gr. neut. n. baktron a staff or stick; M.L. neut. n. Ochrobactrum a colorless rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Brucellaceae / Ochrobactrum Rods with parallel sides and rounded ends, typically 1.0 × 1.5–2.0 µm; shorter oval forms, 1.0–1.5 µm in length, may occur. Cells usually occur singly. Gram negative. Motile by means of peritrichous flagella. Obligately aerobic, having a strictly respiratory type of metabolism. Optimal growth temperature in the range 20–37°C. Colonies on nutrient agar are smooth, low convex, and translucent (opaque and mucoid, quickly becoming confluent in O. tritici). Chemoorganotrophic, using a variety of amino acids, organic acids, and carbohydrates as carbon sources. Acid is produced from glucose, arabinose, ethanol, fructose, rhamnose, and xylose. Oxidase positive. Catalase positive. Indole is not formed. Nitrates usually reduced. Growth occurs on MacConkey agar. Urease usually positive. Ornithine decarboxylase (ODC) negative. Occur in human clinical specimens, also in soil samples and wheat roots. Parameters of DNA–rRNA hybrids indicate that Ochrobactrum belongs to the Brucella branch within rRNA superfamily IV. 16S rRNA gene sequence analysis places Ochrobactrum in the group of bacteria known as the α-2 subclass of the Proteobacteria. At the suprageneric level, Ochrobactrum is related to Brucella, Phyllobacterium, Rhizobium, and Agrobacterium. The mol% G + C of the DNA is: 56–59. Type species: Ochrobactrum anthropi Holmes, Popoff, Kiredjian and Kersters 1988, 412.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00809/abstract
Ancalomicrobium	An.ca' lo.mi.cro' bi.um. Gr. masc. n. ancalos arm; Gr. adj. micros small; Gr. masc. n. bios life; M.L. neut. n. Ancalomicrobium arm (-producing) microorganism. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Ancalomicrobium Unicellular bacterium with conical cells ~1.0 µm in diameter. Two to eight or more prosthecae produced per cell. Prosthecae are cylindrical without crossbands and taper gradually from cell to a distal diameter of ~0.2 µm and a length of 2–5 µm when fully differentiated. Prosthecae may be bifurcated. Budding bacterium. Buds are formed directly from mother cell, never from prosthecae. Cells occur singly or in pairs prior to division; rarely form aggregates. Type genus: Ancalomicrobium adetum Staley 1968, 1940.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00810/abstract
Ancylobacter	An' cy.lo.bac' ter. Gr. adj. ankylos sharply curved; Gr. n. bakterion rod; M.L. masc. n. Ancylobacter a curved rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Ancylobacter Curved rods, 0.3–1.0 × 1.0–3.0 µm. Rings (0.9–3.0 µm outer diameter) occasionally formed prior to cell separation. Coiled, helical, and filamentous forms are not produced. Cells are encapsulated. Resting stages not known. Some strains produce gas vacuoles. Gram negative. Generally nonmotile, but motility occurs in one gas vacuolate strain by means of a single polar flagellum. Obligately aerobic, possessing a strictly respiratory type of metabolism, with oxygen as the terminal electron acceptor. Optimal temperature, 22–37°C. Colonies are translucent to opaque and white to cream colored. Pellicles are produced in liquid media. Oxidase positive. Catalase positive. Chemoorganotrophic, using a variety of sugars or salts of organic acids as carbon sources. Chemolithotrophic growth has been reported on molecular hydrogen. Strains that have been tested can use methanol and formate (facultatively methylotrophic). Occur in soil and freshwater environments. The mol% G + C of the DNA is: 66–69 (Bd). Type species: Ancylobacter aquaticus (Ørskov 1928) Raj 1983, 297 (Microcyclus aquaticus Ørskov 1928, 128.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00811/abstract
Angulomicrobium	An' gu.lo.mi.cro' bi.um. M.L. fem. n. angularis angular; Gr. adj. micros small; Gr. masc. n. bios life; M.L.neut. n. Angulomicrobium angular microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Angulomicrobium Unicellular bacterium, having polygonal cells with radial symmetry, ranging in dimensions from 1.1–1.5 µm. The shape of the cells is tetrahedral or mushroom-like. Flat, triangular bacteria are provisionally included within the genus. The mol% G + C of the DNA is: 64.3–68. Type species: Angulomicrobium tetraedrale Vasilyeva, Lafitskaya and Namsaraev 1986, 354 (Effective publication: Vasilyeva, Lafitskaya and Namsaraev 1979, 1037.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00812/abstract
Aquabacter	Aq' ua.bac.ter. L. n. aqua water; Gr. neut. n. bacter masc. form of Gr. neut. n. bacterion a rod; N.L. masc. n. Aquabacter aquatic rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Aquabacter Rod-shaped cells, 0.5–1.0 × 1.5–3.0 µm. Unicellular. Encapsulated. Motile by flagella, but only under certain conditions. No resting stages known. Gram negative. The mol% G + C of the DNA is: 67. Type species: Aquabacter spiritensis Irgens, Kersters, Segers, Gillis and Staley 1993, 864 (Effective publication: Irgens, Kersters, Segers, Gillis and Staley 1991, 141.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00813/abstract
Azorhizobium	A.zo.rhi.zo' bi.um. Fr. n. azote nitrogen; M.L. neut. n. Rhizobium a bacterial generic name; M.L. neut. n. Azorhizobium a nitrogen (using) rhizobium. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Azorhizobium Rods 0.5–0.6 × 1.5–2.5 μm. Motile by one polar or subpolar flagellum. Nonsporeforming. Gram negative. Peritrichous flagella are formed on solid media, and a single lateral flagellum is formed in broth. Growth temperature, 12–43°C. Broad optimum pH, 5.5–7.8. Colonies are circular and creamy. Urease negative. Oxidase and catalase positive. Do not denitrify. Of sugars, only glucose is oxidized. The organic acids lactic acid and succinic acid are preferred substrates for growth, both under and not under nitrogen-fixing conditions. Growth on malonate and DL-proline. Starch is not hydrolyzed. Nitrogen-fixing root- and stem-nodulating microsymbiont of Sesbania rostrata. Readily fixes nitrogen ex planta under microaerobic conditions and with nicotinic acid provided. Can grow on nitrogen-free medium, unlike all other legume microsymbionts, of the genera Bradyrhizobium, Rhizobium, and Mesorhizobium, which lie in distinct families. The mol% G + C of the DNA is: 66–68. Type species: Azorhizobium caulinodans Dreyfus, Garcia, and Gillis 1988, 89.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00814/abstract
Blastochloris	Blas.to.chlo' ris. Gr. n. blastos bud shoot; Gr. adj. chloros green; M.L. fem. n. Blastochloris green bud shoot. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Blastochloris Cells are rod shaped to ovoid and motile by means of subpolar flagella. They exhibit polar growth, budding, and asymmetric cell division and form rosette-like cell aggregates. They are Gram negative and belong to the Alphaproteobacteria . Internal photosynthetic membranes are present as lamellae underlying and parallel to the cytoplasmic membrane. Photosynthetic pigments are bacteriochlorophyll b and carotenoids. Straight-chainmonounsaturated C 18:1 is the predominant component of cellular fatty acids. Ubiquinones and menaquinones are present, and the lipopolysaccharides are characterized by a 2,3-diamino-2,3-deoxy-D-glucose (DAG)-containing, phosphate-free lipid A with amidebound C14:0 3OH. The mol% G + C of the DNA is: 66.3–71.4. Type species: Blastochloris viridis (Drews and Giesbrecht 1966) Hiraishi 1997, 218 (Rhodopseudomonas viridis Drews and Giesbrecht 1966, 261.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00815/abstract
Devosia	De.vos' i.a. M.L. dim. ending -ia M.L. fem. n. Devosia honoring Paul De Vos, a Belgian microbiologist, for his contributions to the taxonomy of pseudomonads. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Devosia Rods, 0.4–0.8 × 2.0–8.0 µm. Motile by means of several polar flagella. Endospores are not formed. Gram negative. Aerobic. Oxidase and catalase positive. The major respiratory quinone is ubiquinone-10. The major cellular hydroxy fatty acids are 3-hydroxytetracosenoic acid and 3-hydroxyhexacosenoic acid. 3-Hydroxy fatty acids that are shorter than 3-hydroxyoctadecanoic acid are absent. Phylogenetically related to members of the Alphaproteobacteria. The mol% G + C of the DNA is: 61.4. Type species: Devosia riboflavina Nakagawa, Sakane and Yokota 1996, 20.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00816/abstract
